"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Datetime
Cambodia,136262,0,3056,0,133184,2,22,0,7946,178,2957913,172493,17147970,Asia,126,5611,6,0.0,0.0,1.0,2022-05-10
Jamaica,131434,107,2982,2,84601,87,43851,0,44030,999,1021789,342293,2985133,North America,23,1001,3,36.0,0.7,14690.0,2022-05-10
Rwanda,129858,7,1459,0,45522,0,82877,0,9586,108,5317742,392531,13547316,Africa,104,9285,3,0.5,0.0,6118.0,2022-05-10
Cameroon,119780,0,1927,0,117791,0,62,13,4313,69,1751774,63080,27770620,Africa,232,14411,16,0.0,0.0,2.0,2022-05-10
Angola,99194,0,1900,0,97149,0,145,0,2854,55,1499795,43146,34760858,Africa,350,18295,23,0.0,0.0,4.0,2022-05-10
Malta,93041,123,713,2,89273,167,3055,4,209683,1607,1898387,4278316,443723,Europe,5,622,0,277.0,5.0,6885.0,2022-05-10
DRC,87023,0,1337,0,50930,0,34756,0,920,14,846704,8950,94607318,Africa,1087,70761,112,0.0,0.0,367.0,2022-05-10
Senegal,86019,3,1966,0,84040,2,13,0,4898,112,1076536,61300,17561719,Africa,204,8933,16,0.2,0.0,0.7,2022-05-10
Malawi,85825,9,2635,1,82082,0,1108,67,4281,131,576970,28782,20046146,Africa,234,7608,35,0.4,0.05,55.0,2022-05-10
Ivory Coast,81977,3,799,0,81164,2,14,0,2971,29,1508044,54661,27588977,Africa,337,34529,18,0.1,0.0,0.5,2022-05-10
French Guiana,80859,0,395,0,11254,0,69210,2,258310,1262,627211,2003671,313031,South America,4,792,0,0.0,0.0,221096.0,2022-05-10
Suriname,80008,615,1337,9,49455,53,29216,0,134157,2242,236268,396172,596378,South America,7,446,3,1031.0,15.0,48989.0,2022-05-10
Channel Islands,75075,210,173,1,74278,291,624,0,424551,978,1252808,7084656,176834,Europe,2,1022,0,1188.0,6.0,3529.0,2022-05-10
Barbados,74454,598,430,0,69619,151,4405,0,258497,1493,662810,2301208,288027,North America,4,670,0,2076.0,0.0,15294.0,2022-05-10
French Polynesia,72786,0,648,0,0,0,0,7,256362,2282,0,0,283919,Australia/Oceania,4,438,0,0.0,0.0,136088.0,2022-05-10
Eswatini,71341,126,1402,1,69359,17,580,11,60334,1186,1019628,862311,1182437,Africa,17,843,1,107.0,0.8,491.0,2022-05-10
Fiji,64725,0,862,0,62853,0,1010,0,71245,949,508406,559617,908490,Australia/Oceania,14,1054,2,0.0,0.0,1112.0,2022-05-10
Madagascar,64236,0,1393,0,59370,0,3473,14,2214,48,430995,14857,29010437,Africa,452,20826,67,0.0,0.0,120.0,2022-05-10
Guyana,63628,42,1228,0,62244,15,156,0,80177,1547,604718,762003,793590,South America,12,646,1,53.0,0.0,197.0,2022-05-10
Sudan,62161,12,4936,1,0,0,0,0,1359,108,562941,12306,45746964,Africa,736,9268,81,0.3,0.02,369.0,2022-05-10
New Caledonia,60749,0,312,0,60231,0,206,9,209056,1074,98964,340566,290587,Australia/Oceania,5,931,3,0.0,0.0,709.0,2022-05-10
Bhutan,59530,18,21,0,59247,23,262,2,75607,27,2303162,2925163,787362,Asia,13,37493,0,23.0,0.0,333.0,2022-05-10
Mauritania,58778,21,982,0,57705,1,91,0,12054,201,810933,166305,4876175,Africa,83,4966,6,4.0,0.0,19.0,2022-05-10
Belize,57729,54,676,0,56732,15,321,6,140456,1645,546449,1329527,411010,North America,7,608,1,131.0,0.0,781.0,2022-05-10
Cabo Verde,56080,5,401,0,55587,8,92,23,98874,707,400982,706970,567184,Africa,10,1414,1,9.0,0.0,162.0,2022-05-10
Syria,55863,5,3150,0,52360,17,353,0,3055,172,146269,7998,18288648,Asia,327,5806,125,0.3,0.0,19.0,2022-05-10
Gabon,47608,0,304,0,47297,0,7,0,20493,131,1594523,686383,2323079,Africa,49,7642,1,0.0,0.0,3.0,2022-05-10
Papua New Guinea,43839,18,651,1,43169,36,19,7,4734,70,249149,26902,9261214,Australia/Oceania,211,14226,37,2.0,0.1,2.0,2022-05-10
Seychelles,42841,0,166,0,42223,0,452,0,430667,1669,0,0,99476,Africa,2,599,0,0.0,0.0,4544.0,2022-05-10
Curaçao,42567,0,275,0,41905,0,387,3,257456,1663,496693,3004125,165337,North America,4,601,0,0.0,0.0,2341.0,2022-05-10
Andorra,41717,0,153,0,41021,0,543,14,538326,1974,249838,3223966,77494,Europe,2,506,0,0.0,0.0,7007.0,2022-05-10
Burundi,41116,43,38,0,0,0,0,0,3277,3,345742,27556,12547083,Africa,305,330186,36,3.0,0.0,3212.0,2022-05-10
Mauritius,37809,11,996,0,36136,28,677,0,29638,781,358675,281164,1275681,Africa,34,1281,4,9.0,0.0,531.0,2022-05-10
Mayotte,37363,0,187,0,2964,0,34212,0,131091,656,176919,620734,285016,Africa,8,1524,2,0.0,0.0,120035.0,2022-05-10
Togo,37009,3,273,0,36716,3,20,0,4284,32,733750,84941,8638371,Africa,233,31642,12,0.3,0.0,2.0,2022-05-10
Guinea,36459,0,440,0,35976,0,43,8,2643,32,660107,47858,13793000,Africa,378,31348,21,0.0,0.0,3.0,2022-05-10
Tanzania,35354,1482,840,37,0,0,0,7,562,13,0,0,62887454,Africa,1779,74866,0,24.0,0.6,546.0,2022-05-10
Aruba,35189,0,212,0,34774,0,203,0,327014,1970,177885,1653099,107607,North America,3,508,1,0.0,0.0,1886.0,2022-05-10
Faeroe Islands,34658,0,28,0,7693,0,26937,5,704331,569,778000,15810759,49207,Europe,1,1757,0,0.0,0.0,547422.0,2022-05-10
Bahamas,33779,31,798,0,32426,10,555,0,84403,1994,229817,574240,400211,North America,12,502,2,77.0,0.0,1387.0,2022-05-10
Lesotho,32910,0,697,0,24155,0,8058,0,15140,321,431221,198378,2173739,Africa,66,3119,5,0.0,0.0,3707.0,2022-05-10
Mali,30950,10,733,0,30038,3,179,0,1451,34,672158,31510,21331812,Africa,689,29102,32,0.5,0.0,8.0,2022-05-10
Haiti,30707,0,835,0,29603,41,269,0,2633,72,132422,11357,11660262,North America,380,13964,88,0.0,0.0,23.0,2022-05-10
Isle of Man,28416,0,87,0,26794,0,1535,0,330930,1013,150753,1755657,85867,Europe,3,987,1,0.0,0.0,17876.0,2022-05-10
Benin,26952,0,163,0,25506,0,1283,5,2120,13,604310,47540,12711729,Africa,472,77986,21,0.0,0.0,101.0,2022-05-10
Somalia,26499,14,1350,0,13182,0,11967,0,1585,81,400466,23958,16714995,Africa,631,12381,42,0.8,0.0,716.0,2022-05-10
Congo,24079,0,385,0,20178,0,3516,0,4173,67,347815,60282,5769833,Africa,240,14987,17,0.0,0.0,609.0,2022-05-10
Saint Lucia,23798,20,368,0,23086,56,344,1,128511,1987,143281,773727,185183,North America,8,503,1,108.0,0.0,1858.0,2022-05-10
Timor-Leste,22886,1,130,0,22730,0,26,0,16766,95,264143,193512,1364997,Asia,60,10500,5,0.7,0.0,19.0,2022-05-10
Cayman Islands,22828,0,27,0,8553,0,14248,1,339940,402,222773,3317395,67153,North America,3,2487,0,0.0,0.0,212172.0,2022-05-10
Burkina Faso,20853,0,382,0,20439,0,32,0,949,17,248995,11336,21965580,Africa,1053,57502,88,0.0,0.0,1.0,2022-05-10
Nicaragua,18491,0,225,0,4225,0,14041,0,2731,33,0,0,6770692,North America,366,30092,0,0.0,0.0,2074.0,2022-05-10
Solomon Islands,18174,1733,146,2,16357,1560,1671,2,25308,203,5117,7126,718105,Australia/Oceania,40,4919,140,2413.0,3.0,2327.0,2022-05-10
Gibraltar,17996,0,102,0,16579,0,1315,0,534450,3029,534283,15867278,33672,Europe,2,330,0,0.0,0.0,39053.0,2022-05-10
South Sudan,17513,8,138,0,13514,0,3861,1,1531,12,388449,33964,11437061,Africa,653,82877,29,0.7,0.0,338.0,2022-05-10
Tajikistan,17388,0,124,0,17264,0,0,0,1750,12,0,0,9934733,Asia,571,80119,0,0.0,0.0,0.0,2022-05-10
Liechtenstein,17292,11,84,0,17140,10,68,0,451123,2191,102174,2665571,38331,Europe,2,456,0,287.0,0.0,1774.0,2022-05-10
San Marino,16743,77,115,0,16372,70,256,4,491530,3376,152231,4469101,34063,Europe,2,296,0,2261.0,0.0,7515.0,2022-05-10
Equatorial Guinea,15910,0,183,0,15701,0,26,5,10689,123,317211,213122,1488398,Africa,94,8133,5,0.0,0.0,17.0,2022-05-10
Grenada,15818,335,220,0,14549,141,1049,4,139378,1938,155107,1366702,113490,North America,7,516,1,2952.0,0.0,9243.0,2022-05-10
Djibouti,15631,0,189,0,15427,0,15,0,15405,186,305941,301527,1014638,Africa,65,5368,3,0.0,0.0,15.0,2022-05-10
CAR,14649,0,113,0,6859,0,7677,2,2938,23,81294,16306,4985447,Africa,340,44119,61,0.0,0.0,1540.0,2022-05-10
Bermuda,13832,0,131,0,13289,0,412,0,223634,2118,885175,14311410,61851,North America,4,472,0,0.0,0.0,6661.0,2022-05-10
Dominica,12493,0,63,0,12148,0,282,0,172753,871,192785,2665832,72317,North America,6,1148,0,0.0,0.0,3899.0,2022-05-10
Gambia,11996,0,365,0,11591,0,40,0,4718,144,155686,61234,2542495,Africa,212,6966,16,0.0,0.0,16.0,2022-05-10
Monaco,11972,26,54,0,11816,20,102,4,301122,1358,54960,1382363,39758,Europe,3,736,1,654.0,0.0,2566.0,2022-05-10
Greenland,11971,0,21,0,2761,0,9189,4,210191,369,164926,2895826,56953,North America,5,2712,0,0.0,0.0,161344.0,2022-05-10
Yemen,11819,0,2149,0,9009,0,661,23,381,69,265253,8545,31043618,Asia,2627,14446,117,0.0,0.0,21.0,2022-05-10
Samoa,10926,0,22,0,1605,0,9299,4,54396,110,80807,402307,200859,Australia/Oceania,18,9130,2,0.0,0.0,46296.0,2022-05-10
Tonga,10826,61,11,0,9705,96,1110,0,100319,102,518262,4802457,107916,Australia/Oceania,10,9811,0,565.0,0.0,10286.0,2022-05-10
Saint Martin,10537,0,63,0,1399,0,9075,7,264165,1579,112382,2817439,39888,North America,4,633,0,0.0,0.0,227512.0,2022-05-10
Sint Maarten,10123,0,86,0,9985,0,52,10,231230,1964,62056,1417483,43779,North America,4,509,1,0.0,0.0,1188.0,2022-05-10
Caribbean Netherlands,9902,0,35,0,9816,0,51,0,371209,1312,30126,1129372,26675,North America,3,762,1,0.0,0.0,1912.0,2022-05-10
Eritrea,9738,0,103,0,9631,0,4,0,2677,28,23693,6514,3637426,Africa,374,35315,154,0.0,0.0,1.0,2022-05-10
Niger,9005,19,309,0,8568,5,128,1,349,12,252609,9780,25830245,Africa,2868,83593,102,0.7,0.0,5.0,2022-05-10
Guinea-Bissau,8215,0,171,0,8005,0,39,6,3999,83,135624,66022,2054216,Africa,250,12013,15,0.0,0.0,19.0,2022-05-10
Comoros,8100,0,160,0,7933,0,7,0,8961,177,0,0,903939,Africa,112,5650,0,0.0,0.0,8.0,2022-05-10
Vanuatu,8080,24,14,0,7636,49,430,0,25215,44,24976,77941,320449,Australia/Oceania,40,22889,13,75.0,0.0,1342.0,2022-05-10
Sierra Leone,7682,0,125,0,0,0,0,0,928,15,259958,31405,8277696,Africa,1078,66222,32,0.0,0.0,331.0,2022-05-10
Antigua and Barbuda,7663,0,137,0,7471,0,55,1,77067,1378,18901,190088,99433,North America,13,726,5,0.0,0.0,553.0,2022-05-10
Liberia,7434,0,294,0,5747,0,1393,2,1408,56,139824,26492,5278022,Africa,710,17952,38,0.0,0.0,264.0,2022-05-10
Chad,7414,0,193,0,4874,0,2347,0,429,11,191341,11061,17299381,Africa,2333,89634,90,0.0,0.0,136.0,2022-05-10
St. Vincent Grenadines,6792,0,106,0,6641,0,45,0,60864,950,99029,887412,111593,North America,16,1053,1,0.0,0.0,403.0,2022-05-10
British Virgin Islands,6467,0,62,0,0,0,0,1,211312,2026,103397,3378545,30604,North America,5,494,0,0.0,0.0,4182.0,2022-05-10
Turks and Caicos,5995,0,36,0,5918,0,41,4,151053,907,497269,12529455,39688,North America,7,1102,0,0.0,0.0,1033.0,2022-05-10
Sao Tome and Principe,5970,0,73,0,5891,0,6,0,26334,322,29036,128079,226704,Africa,38,3106,8,0.0,0.0,26.0,2022-05-10
Saint Kitts and Nevis,5595,4,43,0,5532,9,20,0,103809,798,70707,1311891,53897,North America,10,1253,1,74.0,0.0,371.0,2022-05-10
Cook Islands,5336,30,1,0,5215,36,120,0,303285,57,17280,982153,17594,Australia/Oceania,3,17594,1,1705.0,0.0,6821.0,2022-05-10
Palau,4782,50,6,0,4087,1,689,1,261970,329,47272,2589679,18254,Australia/Oceania,4,3042,0,2739.0,0.0,37745.0,2022-05-10
St. Barth,4575,0,6,0,0,0,0,0,460586,604,78646,7917648,9933,North America,2,1656,0,0.0,0.0,413470.0,2022-05-10
Kiribati,3093,0,13,0,2602,0,478,3,25178,106,0,0,122847,Australia/Oceania,40,9450,0,0.0,0.0,3891.0,2022-05-10
Anguilla,2984,196,9,0,2916,150,59,4,195659,590,51382,3369091,15251,North America,5,1695,0,12852.0,0.0,3869.0,2022-05-10
Saint Pierre Miquelon,2739,12,1,0,2449,0,289,1,477011,174,23687,4125218,5742,North America,2,5742,0,2090.0,0.0,50331.0,2022-05-10
Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-05-10
Montserrat,653,160,2,0,313,68,338,0,130652,400,10843,2169468,4998,North America,8,2499,0,32013.0,0.0,67627.0,2022-05-10
Wallis and Futuna,454,0,7,0,438,0,9,0,41751,644,20508,1885967,10874,Australia/Oceania,24,1553,1,0.0,0.0,828.0,2022-05-10
Falkland Islands,197,0,0,0,0,0,0,0,53708,0,8632,2353326,3668,South America,19,0,0,0.0,0.0,19902.0,2022-05-10
Macao,82,0,0,0,82,0,0,0,123,0,5375,8074,665747,Asia,8119,0,124,0.0,0.0,0.0,2022-05-10
Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe,28,0,0,0.0,0.0,0.0,2022-05-10
Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59931,Australia/Oceania,3525,0,0,0.0,0.0,50.0,2022-05-10
Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,624560,Africa,62456,624560,0,0.0,0.0,0.0,2022-05-10
MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-05-10
Niue,9,0,0,0,8,0,1,0,5468,0,0,0,1646,Australia/Oceania,183,0,0,0.0,0.0,608.0,2022-05-10
Micronesia,7,0,0,0,1,0,6,0,60,0,0,0,117259,Australia/Oceania,16751,0,0,0.0,0.0,51.0,2022-05-10
Nauru,7,1,0,0,4,1,3,0,639,0,0,0,10950,Australia/Oceania,1564,0,0,91.0,0.0,274.0,2022-05-10
Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6111,Africa,3056,0,0,0.0,0.0,0.0,2022-05-10
China,220721,324,5198,7,207955,817,7568,484,153,4,160000000,111163,1439323776,Asia,6521,276900,9,0.2,0.0,5.0,2022-05-11
USA,83980549,91848,1025887,259,81115216,47749,1839446,1794,250983,3066,1014741268,3032636,334607037,North America,4,326,0,274.0,0.8,5497.0,2022-05-11
India,43113413,2827,524181,24,42570165,3230,19067,698,30681,373,841986891,599194,1405198953,Asia,33,2681,2,2.0,0.02,14.0,2022-05-11
Brazil,30617786,23398,664564,121,29697931,16811,255291,8318,142167,3086,63776166,296130,215365259,South America,7,324,3,109.0,0.6,1185.0,2022-05-11
France,29061523,40299,147075,96,27929038,103884,985410,1364,443405,2244,269816888,4116720,65541715,Europe,2,446,0,615.0,1.0,15035.0,2022-05-11
Germany,25583258,93102,137449,227,23676700,139800,1769109,1279,303546,1631,122332384,1451475,84281420,Europe,3,613,1,1105.0,3.0,20990.0,2022-05-11
UK,22145157,529,176424,0,21616575,26588,352158,253,323060,2574,519264096,7575165,68548221,Europe,3,389,0,8.0,0.0,5137.0,2022-05-11
Russia,18241329,4102,377248,98,17619414,5043,244667,2300,124897,2583,273400000,1871953,146050656,Europe,8,387,1,28.0,0.7,1675.0,2022-05-11
S. Korea,17658794,43899,23491,29,0,0,0,383,343883,457,15804065,307765,51351115,Asia,3,2186,3,855.0,0.6,324546.0,2022-05-11
Italy,16915467,42415,164846,115,15709259,84344,1041362,338,280537,2734,216861042,3596563,60296749,Europe,4,366,0,703.0,2.0,17271.0,2022-05-11
Turkey,15048449,1670,98870,9,14946104,1711,3475,975,174933,1149,160225407,1862560,86024294,Asia,6,870,1,19.0,0.1,40.0,2022-05-11
Spain,12058888,0,105123,0,11522364,0,431401,339,257732,2247,471036328,10067373,46788405,Europe,4,445,0,0.0,0.0,9220.0,2022-05-11
Vietnam,10686522,2758,43060,2,9327523,2589,1315939,365,107983,435,85806532,867040,98964940,Asia,9,2298,1,28.0,0.02,13297.0,2022-05-11
Argentina,9101319,0,128729,0,8895999,0,76591,372,198001,2801,35716069,777012,45965910,South America,5,357,1,0.0,0.0,1666.0,2022-05-11
Japan,8172238,39041,29894,51,7814056,29901,328288,163,64984,238,49847482,396378,125757594,Asia,15,4207,3,310.0,0.4,2610.0,2022-05-11
Netherlands,8064418,1395,22288,7,7973258,6623,68872,57,468718,1295,21107399,1226798,17205274,Europe,2,772,1,81.0,0.4,4003.0,2022-05-11
Iran,7226672,453,141198,6,7012770,2072,72704,818,84042,1642,51622353,600335,85989220,Asia,12,609,2,5.0,0.07,846.0,2022-05-11
Australia,6391910,57088,7613,48,6033554,50256,350743,114,245378,292,70221824,2695730,26049283,Australia/Oceania,4,3422,0,2192.0,2.0,13465.0,2022-05-11
Colombia,6093645,0,139809,0,5927076,0,26760,342,117434,2694,34560302,666030,51889988,South America,9,371,2,0.0,0.0,516.0,2022-05-11
Indonesia,6049541,400,156424,8,5887786,916,5331,2771,21691,561,96868506,347330,278894521,Asia,46,1783,3,1.0,0.03,19.0,2022-05-11
Poland,6001894,567,116164,15,5335001,29,550729,981,158908,3076,36188226,958130,37769645,Europe,6,325,1,15.0,0.4,14581.0,2022-05-11
Mexico,5745652,0,324465,0,5044893,0,376294,4798,43710,2468,15855490,120622,131448210,North America,23,405,8,0.0,0.0,2863.0,2022-05-11
Ukraine,5006460,0,108449,0,0,0,0,177,115767,2508,19521252,451400,43245981,Europe,9,399,2,0.0,0.0,19424.0,2022-05-11
Malaysia,4467061,3321,35598,8,4406613,1416,24850,59,134810,1074,59086179,1783141,33136018,Asia,7,931,1,100.0,0.2,750.0,2022-05-11
Thailand,4345218,7650,29255,56,4237692,9322,78271,1496,61964,417,17270775,246285,70125212,Asia,16,2397,4,109.0,0.8,1116.0,2022-05-11
Austria,4195691,5991,18279,8,4112993,6342,64419,78,460972,2008,184617102,20283524,9101826,Europe,2,498,0,658.0,0.9,7078.0,2022-05-11
Belgium,4102082,0,31580,0,3903711,0,166791,122,351107,2703,33779532,2891270,11683286,Europe,3,370,0,0.0,0.0,14276.0,2022-05-11
Israel,4099293,1448,10749,0,4052605,0,35939,150,439555,1153,41373364,4436346,9326000,Asia,2,868,0,155.0,0.0,3854.0,2022-05-11
Portugal,3935932,0,22420,0,0,0,0,61,388101,2211,41697794,4111597,10141508,Europe,3,452,0,0.0,0.0,102286.0,2022-05-11
Czechia,3914115,751,40235,2,3866735,583,7145,14,364244,3744,55288462,5145088,10745873,Europe,3,267,0,70.0,0.2,665.0,2022-05-11
South Africa,3862165,10017,100609,50,3691684,6488,69872,192,63630,1658,24765642,408019,60697206,Africa,16,603,2,165.0,0.8,1151.0,2022-05-11
Canada,3806625,7265,39984,130,3492607,3040,274034,423,99243,1042,61306765,1598334,38356658,North America,10,959,1,189.0,3.0,7144.0,2022-05-11
Philippines,3687428,109,60439,0,3623661,418,3328,289,32839,538,29763475,265061,112289298,Asia,30,1858,4,1.0,0.0,30.0,2022-05-11
Switzerland,3631881,0,13882,0,3530433,0,87566,78,414024,1583,20927607,2385686,8772154,Europe,2,632,0,0.0,0.0,9982.0,2022-05-11
Chile,3586522,3295,57667,25,3456649,2268,72206,173,184673,2969,37466692,1929193,19420916,South America,5,337,1,170.0,1.0,3718.0,2022-05-11
Peru,3570801,462,212979,11,0,0,0,254,105568,6297,30134364,890898,33824700,South America,9,159,1,14.0,0.3,48401.0,2022-05-11
Greece,3375812,4761,29471,27,3287981,7436,58360,185,326843,2853,80897630,7832442,10328532,Europe,3,350,0,461.0,3.0,5650.0,2022-05-11
Denmark,2974417,766,6260,8,2957085,1091,11072,6,510185,1074,127315788,21837747,5830079,Europe,2,931,0,131.0,1.0,1899.0,2022-05-11
Romania,2901080,705,65589,7,0,0,0,144,152693,3452,22891994,1204877,18999449,Europe,7,290,1,37.0,0.4,12044.0,2022-05-11
Sweden,2504894,368,18864,0,2475271,546,10759,16,245188,1846,18534055,1814182,10216206,Europe,4,542,1,36.0,0.0,1053.0,2022-05-11
Iraq,2326033,162,25215,0,2299572,121,1246,14,55517,602,18512761,441853,41898035,Asia,18,1662,2,4.0,0.0,30.0,2022-05-11
Serbia,2011399,438,16040,3,1985107,624,10252,18,231941,1850,9570938,1103656,8672029,Europe,4,541,1,51.0,0.3,1182.0,2022-05-11
Bangladesh,1952888,33,29127,0,1898312,249,25449,1273,11643,174,14033932,83667,167736203,Asia,86,5759,12,0.2,0.0,152.0,2022-05-11
Hungary,1909948,6748,46343,77,1821435,13374,42170,29,198647,4820,11394556,1185105,9614807,Europe,5,207,1,702.0,8.0,4386.0,2022-05-11
Slovakia,1785978,443,20002,8,1757977,1385,7999,33,326830,3660,7120136,1302968,5464552,Europe,3,273,1,81.0,1.0,1464.0,2022-05-11
Jordan,1694216,0,14048,0,1678941,0,1227,124,163043,1352,16670254,1604262,10391227,Asia,6,740,1,0.0,0.0,118.0,2022-05-11
Georgia,1655221,0,16811,0,1637293,0,1117,0,416413,4229,16920079,4256677,3974950,Asia,2,236,0,0.0,0.0,281.0,2022-05-11
Ireland,1532017,867,7170,3,1485903,1715,38944,30,303959,1423,12132098,2407063,5040208,Europe,3,703,0,172.0,0.6,7727.0,2022-05-11
Pakistan,1528897,66,30376,1,1494141,0,4380,98,6681,133,28278968,123567,228855314,Asia,150,7534,8,0.3,0.0,19.0,2022-05-11
Norway,1429064,365,3061,0,0,0,0,20,259832,557,11002430,2000456,5499960,Europe,4,1797,0,66.0,0.0,243102.0,2022-05-11
Kazakhstan,1305607,4,13661,0,1291376,5,570,24,68022,712,11575012,603061,19193760,Asia,15,1405,2,0.2,0.0,30.0,2022-05-11
Singapore,1228914,3890,1358,2,1155970,2485,71586,6,207035,229,23767171,4004050,5935783,Asia,5,4371,0,655.0,0.3,12060.0,2022-05-11
Hong Kong,1207371,280,9355,3,0,0,0,5,158657,1229,44972952,5909774,7609928,Asia,6,813,0,37.0,0.4,155689.0,2022-05-11
Morocco,1165455,89,16071,0,1148928,14,456,293,30895,426,11237010,297883,37722947,Africa,32,2347,3,2.0,0.0,12.0,2022-05-11
Bulgaria,1160706,359,37019,12,999645,4626,124042,67,169413,5403,9909423,1446347,6851344,Europe,6,185,1,52.0,2.0,18105.0,2022-05-11
Croatia,1129199,960,15905,6,1108536,303,4758,17,278247,3919,4824073,1188702,4058268,Europe,4,255,1,237.0,1.0,1172.0,2022-05-11
Cuba,1104206,96,8529,1,1095154,142,523,23,97598,754,12920253,1141993,11313779,North America,10,1327,1,8.0,0.09,46.0,2022-05-11
Lebanon,1097720,77,10403,1,1084400,130,2917,186,162176,1537,4795578,708493,6768698,Asia,6,651,1,11.0,0.1,431.0,2022-05-11
Lithuania,1060072,212,9125,3,1030935,752,20012,9,399757,3441,9951218,3752636,2651794,Europe,3,291,0,80.0,1.0,7547.0,2022-05-11
Finland,1052767,0,4150,0,0,0,0,21,189459,747,10773620,1938851,5556703,Europe,5,1339,1,0.0,0.0,180434.0,2022-05-11
Tunisia,1041197,0,28575,0,0,0,0,29,86419,2372,4592916,381210,12048261,Africa,12,422,3,0.0,0.0,-1173.12,2022-05-11
Slovenia,1017694,684,6616,3,1001005,1151,10073,19,489401,3182,2654455,1276506,2079469,Europe,2,314,1,329.0,1.0,4844.0,2022-05-11
New Zealand,1013721,8047,855,29,960384,11667,52482,0,202659,171,7115383,1422479,5002100,Australia/Oceania,5,5850,1,1609.0,6.0,10492.0,2022-05-11
Belarus,982867,0,6978,0,0,0,0,0,104078,739,13220483,1399948,9443552,Europe,10,1353,1,0.0,0.0,5014.0,2022-05-11
Nepal,978978,18,11952,0,966839,16,187,0,32514,397,5662311,188056,30109781,Asia,31,2519,5,0.6,0.0,6.0,2022-05-11
Bolivia,905655,125,21926,1,862685,408,21044,220,75669,1832,2705422,226042,11968684,South America,13,546,4,10.0,0.08,1758.0,2022-05-11
Uruguay,902540,2817,7213,3,892434,3877,2893,18,258157,2063,6114822,1749048,3496085,South America,4,485,1,806.0,0.9,827.0,2022-05-11
UAE,901076,312,2302,0,885035,264,13739,0,89107,228,158184246,15642761,10112297,Asia,11,4393,0,31.0,0.0,1359.0,2022-05-11
Ecuador,871046,0,35602,0,0,0,0,759,48017,1963,2470170,136169,18140497,South America,21,510,7,0.0,0.0,21585.0,2022-05-11
Costa Rica,866164,0,8444,0,841683,0,16037,48,167197,1630,4401922,849710,5180499,North America,6,614,1,0.0,0.0,3096.0,2022-05-11
Guatemala,850713,458,17742,23,830748,362,2223,5,45908,957,4516595,243734,18530857,North America,22,1044,4,25.0,1.0,120.0,2022-05-11
Latvia,825272,346,5794,2,815324,603,4154,9,446699,3136,7211698,3903509,1847491,Europe,2,319,0,187.0,1.0,2248.0,2022-05-11
Panama,796461,3324,8199,5,769618,779,18644,16,179348,1846,5975743,1345621,4440881,North America,6,542,1,749.0,1.0,4198.0,2022-05-11
Azerbaijan,792638,0,9709,0,782869,0,60,0,76889,942,6838458,663356,10308884,Asia,13,1062,2,0.0,0.0,6.0,2022-05-11
Saudi Arabia,757191,642,9108,4,742927,145,5156,60,21138,254,42049904,1173904,35820558,Asia,47,3933,1,18.0,0.1,144.0,2022-05-11
Sri Lanka,663614,17,16510,1,646151,2,953,0,30751,765,6486117,300562,21579973,Asia,33,1307,3,0.8,0.05,44.0,2022-05-11
Paraguay,649718,0,18872,0,624673,0,6173,2,89061,2587,2633737,361022,7295226,South America,11,387,3,0.0,0.0,846.0,2022-05-11
Kuwait,632074,176,2555,0,629114,168,405,3,144051,582,8071763,1839575,4387841,Asia,7,1717,1,40.0,0.0,92.0,2022-05-11
Myanmar,613082,16,19434,0,592001,14,1647,0,11129,353,8049855,146129,55087143,Asia,90,2835,7,0.3,0.0,30.0,2022-05-11
Palestine,582119,0,5353,0,576684,0,82,17,109389,1006,3078533,578503,5321553,Asia,9,994,2,0.0,0.0,15.0,2022-05-11
Dominican Republic,580020,0,4376,0,575175,0,469,1,52491,396,3296116,298293,11049916,North America,19,2525,3,0.0,0.0,42.0,2022-05-11
Bahrain,575129,728,1479,2,568141,398,5509,3,317517,817,9766940,5392125,1811334,Asia,3,1225,0,402.0,1.0,3041.0,2022-05-11
Estonia,573922,0,2556,0,514836,0,56530,3,432108,1924,3345340,2518717,1328192,Europe,2,520,0,0.0,0.0,42562.0,2022-05-11
Venezuela,522840,40,5710,1,516065,105,1065,230,18484,202,3359014,118750,28286347,South America,54,4954,8,1.0,0.04,38.0,2022-05-11
Moldova,516986,0,11489,0,504142,0,1355,49,128714,2860,3216305,800762,4016555,Europe,8,350,1,0.0,0.0,337.0,2022-05-11
Egypt,515645,0,24613,0,442182,0,48850,122,4868,232,3693367,34870,105917823,Africa,205,4303,29,0.0,0.0,461.0,2022-05-11
